epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.0960760854963045,0.2431435196028143,1.1080407188899482,0.16918327610507786
1,0.001,0.8840069806397851,0.5003660718550985,0.9122347449188801,0.35487539637533605
2,0.001,0.7284070885003503,0.5817925328576555,0.6212097264047879,0.6579722005104645
3,0.001,0.6079185191375106,0.6236928514644603,0.7863076871900416,0.3798577554971406
4,0.001,0.5355964916855541,0.6366717875677776,0.4264620813860822,0.7198808158550437
5,0.001,0.4492705962551174,0.6719880683255066,0.3966731406859498,0.7363924932954712
6,0.001,0.39822737005219533,0.6896693554951123,0.32247079263872175,0.7492275422153701
7,0.001,0.37431627645421384,0.698299537464978,0.33836130397533304,0.6846878794362568
8,0.001,0.3465324911608625,0.6989360567342997,0.2751850890579508,0.7720928221127498
9,0.001,0.3376539300626783,0.7032641256591277,0.30558352328058497,0.7695451763849224
10,0.001,0.3198264170048842,0.7143687954523695,0.2562514997240323,0.7787392415064156
11,0.001,0.3049887276407498,0.7166501082973254,0.3373647692488201,0.7454047466325844
12,0.001,0.3039482740768746,0.7226946479969844,0.23759542961618793,0.7966579269956714
13,0.001,0.28859165444302914,0.7361886051995932,0.2851838865386906,0.7774163419656116
14,0.001,0.2969138533321779,0.7244980967939433,0.25330607570819,0.7859361660198229
15,0.001,0.27109112824077036,0.7455074096609335,0.27667445344711417,0.7755522681784177
16,0.001,0.2558551884409207,0.7566751036403295,0.22080846508937096,0.8028119727542102
17,0.001,0.267807888895718,0.7450353895340339,0.20617159355932207,0.8131653871692436
18,0.001,0.2554424843236582,0.7502765048545499,0.21645682449661083,0.8111627739666029
19,0.001,0.2552734197520498,0.7554415334315427,0.2254228847685145,0.8020020905714291
20,0.001,0.2524902504771503,0.7565268592837668,0.23280292082188733,0.7957661696250202
21,0.001,0.26075838884310937,0.7442634355585773,0.2937007017100035,0.7611423109432233
22,0.001,0.2535879976713835,0.752689653261122,0.21931461300422897,0.8118367740028613
23,0.001,0.2516091937449441,0.7526634897615067,0.22675128814889423,0.8106479544748114
24,0.001,0.24432047890193426,0.7532498993466352,0.22958013281893375,0.8030064141032948
25,0.001,0.23173785854631396,0.7743359267771316,0.1997621564277962,0.8127509117124662
26,0.001,0.24042799446120192,0.7682403873899042,0.2141120287019815,0.8114387486367147
27,0.001,0.2531323343960207,0.7472956293075481,0.1992435032752023,0.8189545735547088
28,0.001,0.23488648936374865,0.7657111239168608,0.1974125366602371,0.8187554739872335
29,0.001,0.23401262866916941,0.7652108447433971,0.2033013425656219,0.8183443334093216
30,0.001,0.24185354829724157,0.7562091277952444,0.20759177252427854,0.8120131204950589
31,0.001,0.22848177089619992,0.7715111183864527,0.19932365239556157,0.8192698416673633
32,0.001,0.23905953809396543,0.7595657720824797,0.20292735188754638,0.8185405713869064
33,0.001,0.2211722164456524,0.7743999492416281,0.19870754809521918,0.8207323649484655
34,0.001,0.2290947804255272,0.7740798616010681,0.2083673910863364,0.8134091185853781
35,0.001,0.22720079946873792,0.7792802015312895,0.20392539029690757,0.817115398448265
36,0.001,0.23073896587784612,0.7683021098455364,0.19834499772804887,0.8204994978024803
37,0.001,0.23469822820442826,0.75605721324251,0.20945545675149604,0.8149067210161173
38,0.001,0.23591403240588174,0.7621856847894157,0.20314638316631317,0.8178047581499948
39,0.001,0.22950527361079828,0.7723579648058504,0.19904779409294698,0.8185338840885361
